latitude,longitude,title,description
32.8128700302239,101.883486104006,གདོང་ལི་དགོན ༼གདོང་ལི་དགོན་དཔལ་གཤེན་བསྟན་སྨིན་གྲོལ་དར་རྒྱས་གླིང༽,SN_id: SNS560 Remarks: Verified based on the book Temples of Amdo vol1
31.85941,101.843388,སྤུན་དགུ་དགོན ༼གསང་སྔགས་བསྟན་འཕེལ་གླིང༽,"SN_id: SNS569 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.5785462675509,98.8930491527268,སེཨར་ཤུཨལ་དགོན,"SN_id: SNS57 Remarks: Verified by Lhachok, Since there is only one monastery in the town. In the GE shows as ""Genbugun"""
32.576018,100.414718,སྙན་ལུཨང་དགོན,"SN_id: SNS573 Remarks: Verified by Lhachok based on the book ""Temples of Amdo"" Vol1"
33.310364,103.810066,ཌར་རྒྱས་དགོན ༼ཁོད་སྤུང་གཡུང་དྲུང་དར་རྒྱས་དགོན༽,SN_id: SNS575 Remarks: nan
32.230006,100.136702,སྟག་སྟག་རྩེ་དགོན,SN_id: SNS577 Remarks: Verified by Lhachok
33.694574,103.178973,གནས་གཞི་དགོན ༼བསམ་འཕེལ་ནོར་བུའཱི་གླིང༽,"SN_id: SNS578 Remarks: Verifed based on the book""Monastereis of Amdo""Vol1"
31.650981,98.796436,དཔེ་ལྦར་དགོན,SN_id: SNS580 Remarks: Verified by Lhachok based on GM and photos available in the open soure platforms
32.525582,103.600052,སེར་བོ་དགོན,"SN_id: SNS584 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.289196,100.943587,བཀྲ་ཤིས་ཆོས་གླིང༼དགོན་གོང་མ༽,SN_id: SNS59 Remarks: nan
32.99255,101.68617,བསུ་བ་དགོན ༼ཌགའ་ལྡན་བཀྲ་ཤིས་ཆོས་གླིང༽,SN_id: SNS593 Remarks: VF by Gen Samten
33.0196945321837,102.246079738102,ཎག་ཚང་མའ་དགོན ༼སྒྲུབ་སྡེ་བྱང་ཆུབ་གླིང༽,SN_id: SNS599 Remarks: VF by Gen Samten
34.131657,103.049997,ཊཤོང་རུ་བར་མའཱི་དགོན་བཀྲ་ཤིས་འཁྱིལ་བ,"SN_id: SNS601 Remarks: Verifed based on the book""Monastereis of Amdo""Vol1"
31.772454,101.508963,གཟི་རོ་གཞུ་ཤུབས་དགོན ༼གཟི་གདོང་ཤུབས་དགོན༽,SN_id: SNS602 Remarks: nan
31.707589,98.573181,དཔལ་འབྱོར་དགོན,SN_id: SNS603 Remarks: Verified by Lhachok based on mapcarta
31.388246,101.461956,ཪཛེ་ཐ་གནམ་མཐསོ་དགོན ༼གྱལ་རོང་མདོ་སྔགས་བཤད་སྒྲུབ་ཆོས་གླིང༽,SN_id: SNS604 Remarks: nan
32.0526571476709,101.993715738529,སྐྱོགས་འབོ་དགོན,"SN_id: SNS607 Remarks: Verified based on the book""Monasteries of Amdo""Vol5"
31.211088,103.397856,གསེར་རླབས་དགོན,SN_id: SNS610 Remarks: nan
32.252743,102.033189,བཀའ་ཁྱབ་དགོན ༼བཀའ་ཁྱབ་སྨིན་གྲོལ་ནོར་བུའཱི་གླིང༽,SN_id: SNS612 Remarks: Verified by Lhachok
31.812886,99.410813,ཚོ་ཕུ་རི་ཁྲོཨད,SN_id: SNS614 Remarks: Verified by Lhachok based on imformation available online.
32.151424,101.701455,ཁང་གསར་དགོན ༼ཁང་གསར་དགོན་རྙིང་རྫ་ལ་དགོན་-་བདེ་ཆེན་བྱང་ཆུབ་གླིང༽,SN_id: SNS616 Remarks: Verified by Lhachok
31.933806,98.57981,དརཝ་མ་དགོན,SN_id: SNS617 Remarks: Verified by Lhachok based on mapcarta
34.017882,103.005146,ཊེ་བོ་བྲག་ཉི་ཤར་དགོན ༼སྨིན་གྲོལ་ནོར་བུའཱི་གླིང༽,"SN_id: SNS619 Remarks: Verifed based on the book""Monastereis of Amdo""Vol1"
32.418903,101.634282,ཪོང་དགོན་བཀྲ་ཤིས་ལྷུན་གྲུབ་གླིང ༼ཀི་རྟིའི་མ་དགོན༽,SN_id: SNS62 Remarks: nan
31.061968,102.221465,ཞི་ལོ་དགོན,SN_id: SNS622 Remarks: nan
31.781511,101.632165,བཟོད་སྒོམ་དགོན ༼བཟོད་སྒོམ་བཀྲ་ཤི་རྣམ་པ་རྒྱལ་བའཱི་གླིང༽,SN_id: SNS624 Remarks: nan
34.100457,102.742316,ཁང་གསར་ཉིན་པ་དགོན ༼བཤད་སྒྲུབ་ནོར་བུའི་གླིང༽,"SN_id: SNS625 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.579393,98.375949,ནོཨར་གླིཨང་དགོན,SN_id: SNS626 Remarks: Verified by Lhachok 
31.974682,102.062794,ཌགོན་གསར་དགོན,"SN_id: SNS628 Remarks: Verified based on the book""Monasteries of Amdo""Vol8"
34.053509,103.077398,བློ་དགེ་དགོན ༼བཀྲ་ཤིས་དར་རྒྱས་གླིང༽,"SN_id: SNS630 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
30.615599,99.205234,བྲག་དམར་དགོན,SN_id: SNS636 Remarks: Verified by Lhachok based on Mapcarta
31.232597,102.452292,མི,SN_id: SNS637 Remarks: nan
32.1364107792135,99.36200897865,བུཨམ་སྨད་དགོན,"SN_id: SNS640 Remarks: Verified by Lhachok. Shows 'MOMO Si"" on GE"
32.571394,100.928309,ཨཱ་སུག་དགོན་པ ༼ཋུབ་བསྟན་མདོ་སྔགས་བཤད་སྒྲུབ་དར་རྒྱས་གླིང༽,SN_id: SNS641 Remarks: nan
34.118089,103.088247,ཆ་རོང་དགོན,"SN_id: SNS642 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
31.01781,102.212295,མ,SN_id: SNS644 Remarks: nan
34.051611,103.079604,གཟའ་རུ་དགོན ༼བཀྲ་ཤིས་ཕུན་ཚོགས་གླིང༽,"SN_id: SNS647 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.566886,103.632849,མན,"SN_id: SNS648 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.570069,101.534634,ས་བར་དགོན ༼་ས་བར་དགོན་འཇམ་དབྱང་བསམ་གཏན་གླིང༽,SN_id: SNS649 Remarks: nan
31.049318,102.163335,མ,SN_id: SNS651 Remarks: nan
32.996618,101.569957,ཨཱ་འདུས་དགོན་འགབ་མ ༼དགེ་ལྡན་ཐུབ་བསྟན་རབ་རྒྱས་གླིང༽,SN_id: SNS653 Remarks: nan
32.6524595707676,97.4996501933311,བྱམས་འབྱོཨར་དགོན,"SN_id: SNS656 Remarks: Verified by Lhachok, There is only one Monastery in this town."
33.004188,101.607045,སྒོ་མང་དགོན ༼བཤད་སྒྲུབ་འཕེལ་རྒྱས་གླིང༽,SN_id: SNS659 Remarks: nan
33.7645114819045,103.0164774199,སེ་ར་དགོན ༼བཤད་སྒྲུབ་དར་རྒྱས་གླིང༽,SN_id: SNS662 Remarks: Verified by Lhachok
33.065362,102.20502,གཅའ་རོའཱི་དགོན ༼མི་ཕམ་བྱམས་པ་གླིང༽,SN_id: SNS664 Remarks: nan
31.513189,99.144896,ལྕང་ལུཨང་དགོན,SN_id: SNS665 Remarks: Verified by Lhachok based on Mapcarta
32.6340196175428,101.807916677105,ཋར་མོ་དགོན ༼ཋར་མོ་དགོན་ཕུན་ཚོགས་བཀྲ་ཤིས་གླིང༽,"SN_id: SNS673 Remarks: Verified based on the book Temples of Amdo, vol 1"
34.131566,103.012519,མད,"SN_id: SNS68 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
31.98691,100.964288,གོར་ར་དགོན ༼གསང་སྒྲུབ་དར་རྒྱས་གླིང༽,SN_id: SNS680 Remarks: nan
33.458608,101.835727,ཆོས་རྗེ་མའཱི་དགོན ༼ཆོས་རྒྱས་དགོན་བཤད་སྒྲུབ་གླིང༽,SN_id: SNS683 Remarks: nan
31.318314,100.232075,ཐར་ཤུཨལ་དགོན,SN_id: SNS691 Remarks: Verified by Lhachok
32.0637011267161,102.965898298729,མཏ,"SN_id: SNS692 Remarks: Verified based on the book""Monasteries of Amdo""Vol1 East and South Amdo"
33.587393,103.226445,པད་ཡུལ་དགོན ༼བཤད་སྒྲུབ་ཉི་མ་གླིང༽,"SN_id: SNS693 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.59195,98.38736,ཇོ་བོ་དགོན,SN_id: SNS697 Remarks: Verified by Lhachok
32.005537,99.485918,ཉའགེ་དགོན,SN_id: SNS699 Remarks: Verified by Lhachok based on Mapcarta
31.847377,98.457657,དབོན་སྟོཨན་དགཨོན,SN_id: SNS703 Remarks: Verified by Lhachok based on GE.Names show on the map.
32.108589,102.545581,ཁང་དམར་དགོན ༼ཪགྱལ་དེའུ་དགེ་དགོན་ཚེ་བརྟན་གླིང༽,"SN_id: SNS704 Remarks: Verified based on the book""Monasteries of Amdo""Vol1 East and South Amdo"
32.162384,99.324641,བཟང་ཟལ་དགོན,SN_id: SNS706 Remarks: Verified by Lhachok. Also Shows on GE
32.814443,101.852212,བྲོག་དགེ་དགོན ༼འབྲོག་དགེ་དགོན་དཔལ་མི་འགྱུར་ངེས་དོན་བསམ་འགྲུབ་གླིང༽,"SN_id: SNS707 Remarks: Verified based on the book Temples of Amdo, vol 1"
32.00818,102.017273,སྔོན་བཏབས་བསམ་གཏན་གླིང ༼,SN_id: SNS708 Remarks: Verified by Lhachok
32.740193,101.768727,ཨཱ་སུག་མའཱི་དགོན ༼ཨཱ་སུག་དགོན་གསང་སྔགས་རབ་བརྟན་གླིང༽,SN_id: SNS709 Remarks: nan
31.887592,102.106328,ཕ་བླ་དགོན ༼ཕ་བླ་གྲོང་བ་དཔལ་དགོན༽,SN_id: SNS71 Remarks: nan
32.996626,101.569923,ཨཱ་འདུས་དགོན ༼ཨཱ་འདུས་དགོན་ཁང་གསར་དགའ་ལྡན་དར་རྒྱས་གླིང༽,SN_id: SNS710 Remarks: VF by  Gen Samten
33.597441,103.243202,ཇོ་དགོན ༼ཇོ་སྒར་བསམ་གཏན་བདེ་ཆེན་གླིང༽,"SN_id: SNS711 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.8586651362253,101.807453096475,ས་སྒང་དགོན ༼ཋུབ་བསྟན་དགེ་འཕེལ་གླིང༽,"SN_id: SNS712 Remarks: Verified based on the book Temples of Amdo, vol 1"
33.032084,102.255402,ཪ་རོ་དགོན ༼ཌགའ་ལྡན་འཕེལ་རྒྱས་གླིང༽,"SN_id: SNS718 Remarks: Verified based on the book Temples of Amdo, vol 1"
30.687907,99.099737,བདེ་ཆེཨན་དགོན,SN_id: SNS721 Remarks: Verified by Lhachok based on Mapcarta
32.870916,97.390727,རྩེ་དགོན,SN_id: SNS722 Remarks: Verified by Lhachok based on Mapcarta
31.98573,102.028302,བྱར་དགོན,"SN_id: SNS724 Remarks: Verified based on the book""Monasteries of Amdo""Vol10"
31.890233,102.252545,ཌགོན་གསར་དགོན,"SN_id: SNS727 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.6984041015775,101.874054924575,ཨཱ་དཔའ་དགོན ༼ཪཏག་བརྟན་གླིང༽,"SN_id: SNS73 Remarks: Verified by Lhachok based on the book Temples of Amdo,vol1"
32.295219,102.022512,ཀ་ཅ་དགོན,"SN_id: SNS731 Remarks: Verified based on the book""The Monasteries of Amdo"""
32.9329782965212,101.670285565044,ཁ་ཤུལ་དགོན ༼བཀྲ་ཤིས་དགེ་འཕེལ་བསམ་གཏན་གླིང༽,"SN_id: SNS732 Remarks: Verified based on the book Temples of Amdo, vol 1"
32.768457,98.4296,ཨ་བསེ་དགོན,SN_id: SNS734 Remarks: Verified by Lhachok based on Mapcarta
31.6800455200574,99.7162764933437,ཨ་བསེ་དགོན,SN_id: SNS735 Remarks: Verified by Lhachok based on mapcarta
32.844747,98.572943,དྲེཨལ་དཀར་དགོན,SN_id: SNS736 Remarks: Verified by Lhachok based on Mapcarta
33.68366,103.221644,སྐྱང་ཚང་དགོན ༼བཀྲ་ཤིས་གཡུང་དྲུང་གླིང༽,"SN_id: SNS737 Remarks: Verified based on the book ""Temples of Tibet"" Vol1 Image on the map is not clear but its a large monastery hosting 70 bonpo monks"
32.913,101.64474,སྤྲོ་ཚིགས་དགོན ༼ཌགེ་ལྡན་ལུང་རྟོགས་ཆོས་ལྡན་གླིང༽,SN_id: SNS739 Remarks: VF by Gen Samten
31.986852,99.512357,དགོངསར་དགཨོན,SN_id: SNS740 Remarks: Verified by Lhachok based on Mapcarta
32.737907,102.047058,ཨཱ་མཆོག་མཚན་ཉིད་དགོན ༼ཨཱ་མཆོག་མཚན་ཉིད་དགོན་དཔལ་ལྡན་སྨྲ་སེང་གླིང༽,SN_id: SNS741 Remarks: MONK 850 VF BY Gen Samten
32.725068719722,98.3869952564439,ཕྱག་ཚ་དགོན,SN_id: SNS745 Remarks: Verified by Lhachok based on the mapcarta
31.498556,99.335526,ཁ་རག་དགོན,SN_id: SNS75 Remarks: Verified by Lhachok based on Mapcarta
33.584314,102.966439,སྟག་ཚ་དགོན ༼བཀྲ་ཤི་ཆོས་བཟང་གླིང༽,"SN_id: SNS78 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
31.583267,99.135439,ཁང་དམར་དགོན,SN_id: SNS79 Remarks: Verified by Lhachok based on Mapcarta
32.0635668558618,102.965890075023,བདེ་ཆེན་གླིང་གི་གསར་མའཱི་དགོན ༼བདེ་ཆེན་ཐོས་བསམ་མགོན་པོ་གླིང༽,SN_id: SNS8 Remarks: Tsa Ko District
32.1226846393687,98.8595130173886,རྫོཨགས་ཆེཨན་དགཨོན,SN_id: SNS82 Remarks: Verified by Lhachok.
31.840425,101.787276,མན,"SN_id: SNS85 Remarks: Verified based on the book""Monasteries of Amdo"""
32.9354357095102,98.1979322878225,བུཨམ་གསར་དགོན,SN_id: SNS86 Remarks: Verified by Lhachok based on mapcarta
32.471479,103.111666,གླ་རོ་དགོན ༼གཡུང་དྲུང་མདོ་བསྟན་འོལ་མོ་གླིང༽,"SN_id: SNS87 Remarks: Verified based on the book""Monasteries of Amdo""Vol1"
32.302925,100.274907,མཆོཨད་རྟེཨན་དགོན,"SN_id: SNS90 Remarks: Verified by Lhachok based on mapcarta and the book ""Temples of Amdo Vol1"""
31.836995,101.908684,བྱ་རོང་དགོན ༼ཕུན་ཚོགས་གླིང༽,SN_id: SNS92 Remarks: Verified by Lhachok
31.839583,101.942766,བུམ་ཁུར་དགོན,"SN_id: SNS95 Remarks: Verified based on the book""Monasteries of Amdo"" Vol 1 : East and South Amdo"
31.836474,102.533502,ཥིས་བཀྲ་དགོན ༼སོ་མང་ཤིས་བཀྲ་དགོན༽,"SN_id: SNS96 Remarks: Verified based on the book""Monasteries of Amdo"""
32.106406,103.098511,ཌབོ་སྒྲི་དགོན,"SN_id: SNS98 Remarks: Verified based on the book""Monasteries of Amdo""Vol1 East and South Amdo"
32.270137,92.194053,,SN_id: nan Remarks: not sue for the map is not clear 
29.656111,91.106389,ཀུན་བདེ་གླིང,SN_id: nan Remarks: nan
29.2287,91.790116,སྣེ་གདོང་རྩེ་ཚོགས་པ,"SN_id: nan Remarks: Verified based on the photo in the book ""ལྷོ་ཁའི་གནས་ཡིག"""
29.479555,88.552585,ན,SN_id: nan Remarks: Verified by Lhachok
29.425274,94.500953,,SN_id: nan Remarks: Verified based on GE
28.968258,90.393478,མངོན་དགའ་ཆོས་སྡེ་དགོན་ག༣༦༡༢,SN_id: nan Remarks: སྟག་ལུང་དགོན་ནས་འཁོར་ལམ་བརྒྱུད་སྤྱི་ལེ་བཅུ་ལྷག་ཙམ་སོང་ན་ད་ལྟའི་སྣ་མཁར་རྩེ་རྫོང་དུ་འབྱོར་ཞིང་དེའི་རྒྱབ་རིའི་གཡས་ངོས་ཀྱི་རི་ལྡེབས་སུ་དགོན་དེ་མཇལ་རྒྱུ་ཡོད། 
29.216754,91.701348,ཤེལ་བྲག,"SN_id: nan Remarks: Verified based on the book ""ལྷོ་ཁའི་གནས་ཡིག""ཚེ་ཆུ་འབུམ་པ་ནས་རྐང་ཐང་མར་ཆུ་ཚོད་བཞི་ཙམ་ནུབ་ངོས་ཀྱི་ཤེལ་བྲག་གི་རིར་འཛེགས་ན་ཤེལ་བྲག་དགོན་དུ་འབྱོར། "
29.669971,91.005769,དགའ་གདོང་དགོན,SN_id: nan Remarks: nan
29.198184,91.303585,རྒྱལ་གླིང་ཚོགས་པ་ག༣༥༢༡,SN_id: nan Remarks: ་་ལྕེ་བདེ་ཞོལ་ནས་ཤར་དུ་སྣུམ་ནག་འཁོར་ལམ་དེད་སྤྱི་ལེ་ཉེར་ལྔ་ཙམ་སོང་ན་སྒྲགས་གྲུ་ཁར་འབྱོར། དེ་ནས་གློག་གྲུར་ཆུ་ཚོད་གཉིས་ཙམ་བསྡད་རྗེས་གྲུ་ལས་བབས་ཏེ་ལག་སྐྱོར་འཁོར་ལམ་དེད་སྤྱི་ལེ་ལྔ་དྲུག་ཙམ་སོང་ན་མཚོ་རྒྱལ་བླ་མཚོའི་གྲོང་དབུས་སུ་ལྷ་ཁང་དེ་མཇལ་རྒྱུ་ཡོད།
28.043033,86.320387,ཆུ་དབར,"SN_id: nan Remarks: Verified by Lhachok based on the description of the monastery and the other details.Disticnt look""Nepalese Style Temple"""
30.593894,91.226547,ཁང་དམར་དགོན,SN_id: nan Remarks: Verified based on Mapcarta
28.852029,85.296366,རྫོང་དཀར་ཆོས་སྡེ,SN_id: nan Remarks: Verified by lhachok.
30.982094,80.943482,མདུན་ཆུ་དགོན,SN_id: nan Remarks: nan
29.848034,91.745641,ཀ་ཚལ་དགོན,SN_id: nan Remarks: nan
29.656389,91.128889,བཞི་སྡེ,SN_id: nan Remarks: nan
30.5984079398502,89.8296165240882,,SN_id: nan Remarks: Verified by Lhachok.
31.2084589270546,89.7765981910504,,SN_id: nan Remarks: Verified by Lhachok: XUERU TOWN
31.811066411011,94.4952044629754,,SN_id: nan Remarks: (ཁྲུང་ཁྲང་དགོན་)Verified by Lhachok
30.3491195952292,97.2336411715527,,SN_id: nan Remarks: Verified based on the information provided in the dataset and GE
30.3411878593881,96.5686790441131,,SN_id: nan Remarks: Verified based on the information provided in the dataset and GE
30.2476864769696,97.2726167431526,,SN_id: nan Remarks: Verified based on the information provided in the dataset and GE
30.7382112839323,96.854839968715,,SN_id: nan Remarks: Verified based on the information provided in the dataset and Ge
30.7922592545555,95.0090117718757,,SN_id: nan Remarks: Verified based on the information provided in the GE. The temple appears on GE
31.483072,93.684331,,SN_id: nan Remarks: Verified by Lhachok
31.5124776291031,93.1483371548117,,SN_id: nan Remarks: Verified by Lhachok
31.1838411364469,94.1291147663416,,SN_id: nan Remarks: Verified by Lhachok
31.511099,93.501745,,SN_id: nan Remarks: Verified by Lhachok
31.5119199288328,93.5368861175167,,SN_id: nan Remarks: Verified based on mapcarta
31.520602,93.827617,,SN_id: nan Remarks: Verified by Lhachok
31.5113411388067,93.5017394925584,,SN_id: nan Remarks: Verified by Lhachok
31.5240297755453,93.2555775424889,,SN_id: nan Remarks: Not certain for the map is dark and not clear but there is one religious site in the location
31.2062913375843,94.1948387381514,,SN_id: nan Remarks: Verified by Lhachok
31.1880643801554,94.0859730916286,,SN_id: nan Remarks: Verified by Lhachok
1.762849,93.609571,,SN_id: nan Remarks: Verified by Lhachok
31.2072519079466,93.9643015355719,,SN_id: nan Remarks: Verified by Lhachok
29.1055206335605,91.3075820846806,གསང་སྔགས་ཆོས་འཁོར་གླིང,"SN_id: nan Remarks: Verified based on the book""ལྷོ་ཁའི་གནས་ཡིག་"
29.359787,89.647582,གྱུང་དྲུང་གླིང,SN_id: nan Remarks: Verified by Lhachok. Same location as of the reference.
29.1233458560602,91.2763948145129,ཨོ་རྒྱན་གླིང,"SN_id: nan Remarks: Verified based on the book ""ལྷོ་ཁའི་གནས་ཡིག་""དགོན་དེའི་ཕྱི་བརྩིགས་སྔོན་གྱི་དེ་རང་ཡིན་པས་དེའང་ཟངས་མདོག་དཔལ་རིའི་དབྱིབས་ལྟར་མཚུངས་ཞེས་དང་ལྷ་ཁང་ཆུང་ཡང་སྐོར་ལམ་ཕྱི་ནང་བར་གསུམ་དུ་ཡོད།"
28.974533,91.54788,སྤྱན་གཡས,"SN_id: nan Remarks: Verified based on the book""ལྷོ་ཁའི་གནས་ཡིག""འཕྱོངས་རྒྱས་རྫོང་ནས་སྤྱིར་བཏང་འཁོར་ལམ་བརྒྱུད་ནུབ་ངོས་སུ་སྤྱི་ལེ་བཅུ་དྲུག་ཙམ་རྒྱ་སྨན་ནང་ཞེས་པར་སོང་ན་སྤྱན་གཡས་གྲོང་དབུས་སུ་དགོན་དེ་མཇལ་རྒྱུ་ཡོད། "
29.023681,89.456332,བྲོང་རྩེ,"SN_id: nan Remarks: Verified by Lhachok based on the book.""Cultural monuments of Tibet.Vol2"
29.376772,87.317663,ཆོས་ལུང་དགོན་གསར,SN_id: nan Remarks: Verified based on Mapcarta
29.1047668121475,89.2605266579109,གྲངས་པེད་ཅན,SN_id: nan Remarks: Verified by Lhachok
29.277181,91.110977,ཕ་དམ་པ་སངས་རྒྱས་ཀྱི་དགོན་པ,"SN_id: nan Remarks: Verified by lhachok based on the book""ལྷོ་ཁའི་གནས་ཡིག་"" in gongga county "
29.689444,91.081667,དགོན་པ་གསར་རི་ཁྲོད,SN_id: nan Remarks: nan
29.3277597154442,91.107309524832,རྡོ་རྗེ་བྲག་ག༡༡,SN_id: nan Remarks: Verified by Gen Dawa from Lhoka Gongkar
29.3267474140997,91.5024993743317,བསམ་ཡས་དགོན་ག༢༨༧,SN_id: nan Remarks: Shows on the GE map
31.3445,96.93903,,SN_id: nan Remarks: nan
31.239613,97.579697,,SN_id: nan Remarks: nan
32.079521,97.271408,,SN_id: nan Remarks: nan
31.723794,96.993604,,SN_id: nan Remarks: nan
32.067896,97.387118,,SN_id: nan Remarks: nan
31.435091,97.543879,,SN_id: nan Remarks: nan
31.410352,96.861668,,SN_id: nan Remarks: nan
31.14367,97.177082,,SN_id: nan Remarks: ཆབ་མདོ་བྱམས་པ་གླིང་དགོན།
31.0552142451041,97.2054027753047,,SN_id: nan Remarks: nan
31.83053,96.913713,,SN_id: nan Remarks: nan
31.512553,96.809443,,SN_id: nan Remarks: nan
31.577735,97.438571,,SN_id: nan Remarks: nan
31.457211,97.17232,,SN_id: nan Remarks: nan
29.1283395620514,91.032412606513,བུམ་དང,"SN_id: nan Remarks: Verified based on the book""ལྷོ་ཁའི་གནས་ཡིག་"""
29.65071,91.130942,སྤྲོ་བདེ་ཁང་གསར,SN_id: nan Remarks: nan
28.090077,89.266812,སྤྲིན་ཟམ,SN_id: nan Remarks: གཞིས་རྩེ་ས་ཁུལ་གྱི་གནས་ཡིག: མཚན་རྒྱས་པར། གུ་རུ་སྤྲིན་ཟམ་དགོན་ཞེས་ཞུ། ཁང་དམར་རྫོང་ནས་སྤྱི་ལེ་༡༠༠ཙམ་གྲོ་མོའི་ཕྱོགས་སུ་སོང་ན་གུ་རུ་ཞེས་པའི་ཡུལ་ནས་ནུབ་ངོས་སུ་སྤྱིར་བཏང་འཁོར་ལམ་བརྒྱུད་སྤྱི་ལེ་ཁ་ཤས་ཤིག་སོང་ན་བྱང་ངོས་བྲག་ལྡེབས་སུ་དགོན་དེ་མཇལ་རྒྱུ་ཡོད དགོན་དེའི་ལྷོ་ངོས་སུ་གངས་རི་ཇོ་མོ་ལྷ་རི་ཞེས་པ་དེ་མཇལ་བ་ཡིན།
30.246345,81.181396,གཞི་སྡེ་ལྷ་ལྡེ་དགོན,SN_id: nan Remarks: Verified by Lhachok
29.1221890643221,92.8092185144382,དྭགས་ལྷ་སྒམ་པོ་ག༡༩༧,SN_id: nan Remarks: Verified based on GE.Site shows on the map
29.42333,86.729013,ལྷ་བྲག,SN_id: nan Remarks: ་དགའ་རྫོང་ནས་སྤྱི་ལེ་༡༧༣ཙམ་སོང་ན་ཟང་ཟང་ཞེས་པའི་འབྲོག་སྡེའི་དབུས་ཀྱི་བྲག་ལྡེབས་སུ་དགོན་དེ་མཇལ་རྒྱུ་ཡོད།
29.797961,91.896654,ཆད་ཀ་དགོན,SN_id: nan Remarks: nan
28.646304,87.837945,ན,SN_id: nan Remarks: Verified by Lhachok.
30.698237,81.608989,སེར་ར་ལུང་དགོན,"SN_id: nan Remarks: Verified based on the book""A Historical atlast of Tibet"""
29.6317953553991,96.2763929017072,,SN_id: nan Remarks: Verified by Lhachok
29.2765687586958,91.106811062268,བདུན་ཕུད་ཆོས་འཁོར་ག༣༥༡༣,"SN_id: nan Remarks: Verified by Lhachok based on the book""ལྷོ་ཁའི་གནས་ཡིག་"" in gongga county "
29.159777,87.68739,ལྷ་རྩེ་ཆོས་སྡེ,SN_id: nan Remarks: Verified by Lhachok .
31.975833,79.286111,ཡུལ་དགོན་པ,SN_id: nan Remarks: nan
29.444733,89.499618,མཁར་སྣ,SN_id: nan Remarks: nan
28.4437675868555,97.0841278177065,,SN_id: nan Remarks: རྫ་ཡུལ་རྫོང་(ལྕང་སེར་དགོན་ )/Verified by Lhachok
29.64543053,90.9344453,གཞོང་པ་ལྷ་ཆུ,SN_id: nan Remarks: nan
28.171537,91.333575,སྤྲོ་བ་དགོན་ག༤༦༢༣,SN_id: nan Remarks: Verified based on ལྷོ་ཁའི་གནས་ཡིག་ཐིག་ཕྱི་དགོན་ནས་སྤྱི་ལེ་བརྒྱད་ཙམ་སྤྱིར་བཏང་འཁོར་ལམ་བརྒྱུད་ཤར་ངོས་སུ་སོང་ན་ལམ་སྟེང་དུ་དགོན་དེ་མཇལ་རྒྱུ་ཡོད།
28.948308,92.175559,ཀློག་ཆོས་སྡེ་དགོན,"SN_id: nan Remarks: Verified based on the book""ལྷོ་ཁའི་གནས་ཡིག་""རྒྱ་རི་དགོན་ནས་རྐང་ཐང་མར་ཆུ་ཚོད་གཉིས་ཙམ་མར་ཡོང་ན་ཀློག་གྲོང་དབུས་སུ་དགོན་དེ་མཇལ། "
28.37952,90.709033,ལྷ་ལུང་དགོན་ག༣༨༩,SN_id: nan Remarks: Verified bsed on GE.Shows in the map
29.025524,97.953214,,SN_id: nan Remarks: Verified by Lhachok
31.85,79.55,ལྷག་པ་དགོན་པ,SN_id: nan Remarks: nan
33.417193,79.642668,རུ་ཐོག་དགོན,SN_id: nan Remarks: Verified based on Mapcarta
29.535207,94.478407,,SN_id: nan Remarks: nan
29.67623,91.04701,བྲས་སྤྲུངས་དགོན,SN_id: nan Remarks: nan
28.228125,89.416241,དགོན་པ་བྱང,"SN_id: nan Remarks: Verified based on the book""A Historical Atlas of Tibet""  township : Gala, not in Dingge county, presents in Kangmar County"
27.517993,88.963959,དུང་དཀར,SN_id: nan Remarks: ཕག་རི་ནས་སྤྱི་ལེ་༤༠ཙམ་གྲོ་མོའི་ཕྱོགས་སུ་སོང་ན་ས་རུས་ཁ་གྲོང་ཚོའི་རི་སྟེང་དུ་དགོན་དེ་མཇལ་བ་ཡིན།
30.195578,81.26776,ཁོར་ཆག་དགོན,SN_id: nan Remarks: Verified by Lhachok
28.459141,89.614942,གྱེ་དམར,SN_id: nan Remarks: nan
29.01281,87.649971,དར་རྒྱས་གླིང,SN_id: nan Remarks: Verified by Lhachok.There is only one gonpa in Dhargyal ling village
29.15852,91.260321,སྙེ་མདོ་དགོན,"SN_id: nan Remarks: Verified by Lhachok based on the book""ལྷོ་ཁའི་གནས་ཡིག་"""
29.2518554215703,91.4010922020626,ཚོང་འདུས་གྲྭ་ཚང,"SN_id: nan Remarks: Verified based on the book""ལྷོ་ཁའི་གནས་ཡིག་"
29.927286,91.107034,གཟིམ་ཁུག་དགོན,SN_id: nan Remarks: nan
29.894371,93.241552,,SN_id: nan Remarks: Verified by Lhachok
